Bus_ID,Operator,Route_ID,From_City,To_City,Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Distance_KM,Fare,Boarding_Point,Dropping_Point,Seats,Available_Seats,Amenities,Running_Days,Rating
BUS0528,Comfort Bus,R010,Chennai,Thanjavur,Comfort Bus Express,Semi Sleeper,05:00,14:30,9h 30m,350,1052,Vandalur,New Bus Stand,40,19,"AC,Live Tracking",Weekends,4.9
BUS0529,Express King,R023,Puducherry,Chennai,Express King Express,Volvo Multi Axle,23:45,10:00,10h 15m,170,549,New Bus Stand,Perungalathur,40,8,"AC,Blanket,Pillow",Weekdays,4.5
BUS0530,Smart Coach,R015,Chennai,Bengaluru,Smart Coach Express,Luxury Sleeper,23:45,10:45,11h 0m,345,923,Vandalur,Kempegowda Bus Station,40,36,"AC,WiFi,Charging",Weekends,4.7
BUS0531,Happy Journey,R004,Chennai,Salem,Happy Journey Express,AC Seater,03:15,11:45,8h 30m,345,879,Chengalpattu,Old Bus Stand,45,16,"WiFi,Charging,Water",Weekdays,4.1
BUS0532,Elite Travels,R012,Chennai,Karaikudi,Elite Travels Express,Semi Sleeper,21:00,03:00,6h 0m,410,1080,Guindy,Bus Stand,45,11,"Blanket,Pillow,Water",Daily,4.8
BUS0533,Smart Coach,R010,Chennai,Thanjavur,Smart Coach Express,BharatBenz Sleeper,08:45,19:30,10h 45m,350,1003,Vandalur,New Bus Stand,40,19,"Charging,Reading Light",Daily,4.6
BUS0534,Southern Express,R004,Chennai,Salem,Southern Express Express,Non AC Seater,11:15,16:15,5h 0m,345,968,Guindy,New Bus Stand,36,36,"Charging,Reading Light",Weekends,4.4
BUS0535,Star Line,R020,Trichy,Chennai,Star Line Express,Semi Sleeper,20:30,07:00,10h 30m,330,1059,Central Bus Stand,Tambaram,45,29,"Luxury Seat,WiFi",Weekends,4.2
BUS0536,Star Line,R024,Bengaluru,Chennai,Star Line Express,AC Sleeper,23:30,07:45,8h 15m,345,1110,Majestic,Koyambedu,40,24,"AC,Live Tracking",Weekdays,4.4
BUS0537,Golden Route,R020,Trichy,Chennai,Golden Route Express,Non AC Sleeper,23:00,10:00,11h 0m,330,1073,Central Bus Stand,Koyambedu,36,17,"Blanket,Pillow,Water",Weekdays,3.9
BUS0538,Rainbow Coaches,R002,Chennai,Coimbatore,Rainbow Coaches Express,Non AC Sleeper,17:15,00:45,7h 30m,510,1503,Koyambedu,Singanallur,36,30,"AC,Blanket,Pillow",Daily,3.9
BUS0539,City Link,R011,Chennai,Dindigul,City Link Express,Luxury Sleeper,05:15,12:15,7h 0m,420,1108,Perungalathur,Bus Stand,45,5,"AC,WiFi,Charging",Weekends,4.3
BUS0540,Royal Rider,R007,Chennai,Tirunelveli,Royal Rider Express,AC Sleeper,13:45,20:00,6h 15m,630,1611,Vandalur,New Bus Stand,40,8,"AC,Live Tracking",Weekends,4.8
BUS0541,Southern Express,R016,Chennai,Tirupati,Southern Express Express,AC Seater,19:00,07:00,12h 0m,150,548,Perungalathur,Central Bus Stand,36,13,"Luxury Seat,WiFi",Weekends,4.3
BUS0542,GreenLine Travels,R020,Trichy,Chennai,GreenLine Travels Express,AC Sleeper,18:30,06:45,12h 15m,330,969,Chathiram Bus Stand,Tambaram,36,10,"WiFi,Charging,Water",Weekdays,4.5
BUS0543,Rainbow Coaches,R013,Chennai,Puducherry,Rainbow Coaches Express,BharatBenz Sleeper,08:15,11:15,3h 0m,170,483,Koyambedu,New Bus Stand,36,36,"Luxury Seat,WiFi",Daily,4.3
BUS0544,Star Line,R018,Coimbatore,Chennai,Star Line Express,Luxury Sleeper,18:00,03:15,9h 15m,510,1315,Ukkadam,Vandalur,40,4,"GPS,USB Charging",Weekdays,3.9
BUS0545,Smart Coach,R024,Bengaluru,Chennai,Smart Coach Express,BharatBenz Sleeper,07:30,16:45,9h 15m,345,1011,Electronic City,Perungalathur,45,16,"AC,WiFi,Charging",Weekdays,3.9
BUS0546,Elite Travels,R003,Chennai,Trichy,Elite Travels Express,AC Sleeper,12:30,21:15,8h 45m,330,884,Tambaram,Chathiram Bus Stand,36,12,"AC,WiFi,Charging",Daily,4.7
BUS0547,Rainbow Coaches,R019,Salem,Chennai,Rainbow Coaches Express,Non AC Seater,09:45,20:45,11h 0m,345,902,New Bus Stand,Vandalur,36,36,"Blanket,Pillow,Water",Weekends,4.8
BUS0548,Southern Express,R022,Nagercoil,Chennai,Southern Express Express,Volvo Multi Axle,16:15,23:30,7h 15m,705,1903,Vadasery Bus Stand,Vandalur,45,12,"GPS,USB Charging",Daily,4.7
BUS0549,Victory Travels,R012,Chennai,Karaikudi,Victory Travels Express,Non AC Seater,01:30,08:15,6h 45m,410,1038,Vandalur,Bus Stand,45,11,"AC,WiFi,Charging",Weekends,3.8
BUS0550,Victory Travels,R020,Trichy,Chennai,Victory Travels Express,BharatBenz Sleeper,22:30,02:30,4h 0m,330,1007,Central Bus Stand,Guindy,45,19,"WiFi,Charging,Water",Weekends,5.0
BUS0551,Fast Wheels,R024,Bengaluru,Chennai,Fast Wheels Express,AC Sleeper,02:45,12:15,9h 30m,345,1074,Kempegowda Bus Station,Tambaram,36,26,"AC,Live Tracking",Daily,4.1
BUS0552,Sunrise Coaches,R005,Chennai,Erode,Sunrise Coaches Express,Luxury Sleeper,22:00,09:45,11h 45m,400,1115,Chengalpattu,Central Bus Stand,45,36,"Luxury Seat,WiFi",Daily,4.6
BUS0553,Blue Bird,R017,Madurai,Chennai,Blue Bird Express,AC Sleeper,05:15,17:15,12h 0m,460,1179,Periyar Bus Stand,Vandalur,36,6,"Charging,Reading Light",Daily,4.1
BUS0554,Fast Wheels,R011,Chennai,Dindigul,Fast Wheels Express,Non AC Seater,03:00,10:15,7h 15m,420,1131,Vandalur,Bus Stand,36,27,"GPS,USB Charging",Daily,4.5
BUS0555,Comfort Bus,R023,Puducherry,Chennai,Comfort Bus Express,Semi Sleeper,22:45,09:30,10h 45m,170,632,New Bus Stand,Koyambedu,45,22,"AC,Blanket,Pillow",Weekdays,4.5
BUS0556,Comfort Bus,R002,Chennai,Coimbatore,Comfort Bus Express,Non AC Seater,19:15,23:15,4h 0m,510,1423,Tambaram,Gandhipuram,40,8,"AC,Blanket,Pillow",Weekdays,4.8
BUS0557,City Link,R012,Chennai,Karaikudi,City Link Express,Luxury Sleeper,08:15,19:45,11h 30m,410,1186,Koyambedu,Bus Stand,45,8,"AC,Live Tracking",Daily,4.7
BUS0558,Victory Travels,R024,Bengaluru,Chennai,Victory Travels Express,Non AC Seater,23:45,12:00,12h 15m,345,957,Majestic,Perungalathur,45,19,"Blanket,Pillow,Water",Weekends,5.0
BUS0559,Elite Travels,R016,Chennai,Tirupati,Elite Travels Express,Semi Sleeper,11:45,17:15,5h 30m,150,584,Guindy,Central Bus Stand,36,15,"Luxury Seat,WiFi",Weekends,4.0
BUS0560,Blue Bird,R001,Chennai,Madurai,Blue Bird Express,AC Sleeper,11:15,20:45,9h 30m,460,1204,Perungalathur,Mattuthavani Bus Stand,40,1,"AC,Live Tracking",Weekends,4.9
BUS0561,Fast Wheels,R018,Coimbatore,Chennai,Fast Wheels Express,AC Seater,19:00,07:30,12h 30m,510,1418,Gandhipuram,Koyambedu,45,29,"GPS,USB Charging",Daily,4.4
BUS0562,Smart Coach,R016,Chennai,Tirupati,Smart Coach Express,Non AC Sleeper,05:30,11:45,6h 15m,150,480,Perungalathur,Central Bus Stand,45,13,"Blanket,Pillow,Water",Weekends,4.0
BUS0563,Royal Rider,R014,Chennai,Hosur,Royal Rider Express,AC Sleeper,03:30,12:30,9h 0m,310,828,Vandalur,Bus Stand,45,1,"AC,Blanket,Pillow",Weekends,4.5
BUS0564,Rainbow Coaches,R005,Chennai,Erode,Rainbow Coaches Express,Volvo Multi Axle,04:00,11:15,7h 15m,400,1128,Perungalathur,Central Bus Stand,36,6,"AC,Live Tracking",Daily,4.8
BUS0565,City Link,R008,Chennai,Nagercoil,City Link Express,Volvo Multi Axle,08:00,15:15,7h 15m,705,1846,Perungalathur,Vadasery Bus Stand,40,28,"Blanket,Pillow,Water",Weekdays,4.8
BUS0566,Royal Rider,R004,Chennai,Salem,Royal Rider Express,AC Seater,10:30,21:30,11h 0m,345,1027,Chengalpattu,New Bus Stand,36,34,"GPS,USB Charging",Daily,3.8
BUS0567,Comfort Bus,R002,Chennai,Coimbatore,Comfort Bus Express,AC Sleeper,09:15,19:15,10h 0m,510,1459,Vandalur,Ukkadam,36,23,"AC,WiFi,Charging",Weekends,4.0
BUS0568,GreenLine Travels,R015,Chennai,Bengaluru,GreenLine Travels Express,Non AC Sleeper,07:45,11:45,4h 0m,345,1131,Vandalur,Electronic City,40,10,"GPS,USB Charging",Weekdays,4.7
BUS0569,Southern Express,R021,Tirunelveli,Chennai,Southern Express Express,Semi Sleeper,16:30,04:30,12h 0m,630,1756,New Bus Stand,Koyambedu,45,9,"AC,Live Tracking",Weekdays,4.2
BUS0570,Elite Travels,R013,Chennai,Puducherry,Elite Travels Express,BharatBenz Sleeper,11:15,17:30,6h 15m,170,714,Tambaram,New Bus Stand,45,17,"AC,Live Tracking",Weekends,4.1
BUS0571,Royal Rider,R018,Coimbatore,Chennai,Royal Rider Express,Semi Sleeper,04:30,08:00,3h 30m,510,1283,Gandhipuram,Guindy,40,6,"AC,Blanket,Pillow",Weekdays,4.6
BUS0572,SkyBus,R021,Tirunelveli,Chennai,SkyBus Express,Volvo Multi Axle,05:30,13:00,7h 30m,630,1607,New Bus Stand,Vandalur,36,11,"Charging,Reading Light",Weekends,4.0
BUS0573,Blue Bird,R010,Chennai,Thanjavur,Blue Bird Express,BharatBenz Sleeper,14:00,19:30,5h 30m,350,953,Guindy,New Bus Stand,40,4,"Charging,Reading Light",Weekdays,4.3
BUS0574,Express King,R003,Chennai,Trichy,Express King Express,Luxury Sleeper,19:00,06:30,11h 30m,330,908,Guindy,Chathiram Bus Stand,36,18,"AC,Live Tracking",Weekends,3.9
BUS0575,Southern Express,R021,Tirunelveli,Chennai,Southern Express Express,Non AC Seater,14:45,20:15,5h 30m,630,1530,New Bus Stand,Guindy,40,21,"Charging,Reading Light",Weekdays,4.1
BUS0576,Galaxy Bus,R007,Chennai,Tirunelveli,Galaxy Bus Express,Semi Sleeper,01:00,08:30,7h 30m,630,1676,Tambaram,New Bus Stand,45,34,"WiFi,Charging,Water",Weekends,4.5
BUS0577,GreenLine Travels,R023,Puducherry,Chennai,GreenLine Travels Express,AC Seater,23:00,04:15,5h 15m,170,712,New Bus Stand,Tambaram,36,29,"Luxury Seat,WiFi",Weekends,4.1
BUS0578,Sunrise Coaches,R007,Chennai,Tirunelveli,Sunrise Coaches Express,Non AC Seater,00:00,12:45,12h 45m,630,1586,Vandalur,New Bus Stand,45,26,"WiFi,Charging,Water",Daily,4.6
BUS0579,Happy Journey,R022,Nagercoil,Chennai,Happy Journey Express,AC Seater,06:15,12:15,6h 0m,705,1749,Vadasery Bus Stand,Guindy,40,15,"Charging,Reading Light",Daily,4.6
BUS0580,Metro Connect,R015,Chennai,Bengaluru,Metro Connect Express,BharatBenz Sleeper,19:15,08:00,12h 45m,345,1077,Tambaram,Electronic City,40,11,"AC,Live Tracking",Weekdays,4.1
BUS0581,Victory Travels,R010,Chennai,Thanjavur,Victory Travels Express,AC Seater,02:30,14:00,11h 30m,350,1105,Chengalpattu,New Bus Stand,45,32,"Charging,Reading Light",Weekdays,4.8
BUS0582,Galaxy Bus,R005,Chennai,Erode,Galaxy Bus Express,AC Seater,13:45,20:30,6h 45m,400,1042,Vandalur,Perundurai,40,36,"GPS,USB Charging",Weekdays,4.7
BUS0583,SkyBus,R013,Chennai,Puducherry,SkyBus Express,Volvo Multi Axle,17:15,01:00,7h 45m,170,685,Vandalur,New Bus Stand,45,17,"AC,WiFi,Charging",Weekdays,4.6
BUS0584,Golden Route,R008,Chennai,Nagercoil,Golden Route Express,AC Seater,20:15,03:00,6h 45m,705,1937,Chengalpattu,Vadasery Bus Stand,40,1,"Charging,Reading Light",Weekends,4.8
BUS0585,Comfort Bus,R010,Chennai,Thanjavur,Comfort Bus Express,Volvo Multi Axle,08:30,20:45,12h 15m,350,1106,Vandalur,New Bus Stand,45,26,"Luxury Seat,WiFi",Daily,5.0
BUS0586,Royal Rider,R015,Chennai,Bengaluru,Royal Rider Express,Semi Sleeper,23:30,02:45,3h 15m,345,962,Koyambedu,Electronic City,45,13,"Charging,Reading Light",Weekends,5.0
BUS0587,Royal Rider,R024,Bengaluru,Chennai,Royal Rider Express,AC Sleeper,12:00,23:15,11h 15m,345,1077,Majestic,Tambaram,40,32,"Charging,Reading Light",Daily,4.5
BUS0588,Happy Journey,R025,Tirupati,Chennai,Happy Journey Express,AC Seater,03:45,10:30,6h 45m,150,530,Central Bus Stand,Vandalur,45,15,"Charging,Reading Light",Weekends,4.2
BUS0589,Comfort Bus,R006,Chennai,Tiruppur,Comfort Bus Express,Volvo Multi Axle,03:00,12:00,9h 0m,475,1255,Guindy,New Bus Stand,45,18,"AC,Blanket,Pillow",Weekdays,4.5
BUS0590,Smart Coach,R020,Trichy,Chennai,Smart Coach Express,BharatBenz Sleeper,02:00,14:15,12h 15m,330,1119,Chathiram Bus Stand,Guindy,45,16,"AC,Blanket,Pillow",Weekends,3.8
BUS0591,Royal Rider,R024,Bengaluru,Chennai,Royal Rider Express,Semi Sleeper,06:30,09:45,3h 15m,345,872,Majestic,Vandalur,36,6,"AC,WiFi,Charging",Weekdays,4.4
BUS0592,Rainbow Coaches,R011,Chennai,Dindigul,Rainbow Coaches Express,Non AC Seater,09:30,19:15,9h 45m,420,1132,Perungalathur,Bus Stand,45,19,"GPS,USB Charging",Weekdays,3.9
BUS0593,Fast Wheels,R012,Chennai,Karaikudi,Fast Wheels Express,AC Sleeper,22:15,01:45,3h 30m,410,1176,Chengalpattu,Bus Stand,45,18,"AC,Live Tracking",Weekends,3.8
BUS0594,Happy Journey,R016,Chennai,Tirupati,Happy Journey Express,Non AC Sleeper,11:15,16:30,5h 15m,150,520,Chengalpattu,Central Bus Stand,40,8,"WiFi,Charging,Water",Weekends,4.1
BUS0595,Star Line,R014,Chennai,Hosur,Star Line Express,BharatBenz Sleeper,19:30,00:45,5h 15m,310,884,Tambaram,Bus Stand,40,27,"Charging,Reading Light",Daily,4.9
BUS0596,Royal Rider,R023,Puducherry,Chennai,Royal Rider Express,Luxury Sleeper,13:30,20:15,6h 45m,170,664,New Bus Stand,Guindy,45,22,"AC,Blanket,Pillow",Weekends,4.5
BUS0597,Southern Express,R019,Salem,Chennai,Southern Express Express,Non AC Sleeper,09:30,15:15,5h 45m,345,1048,New Bus Stand,Koyambedu,40,28,"AC,Live Tracking",Weekdays,4.3
BUS0598,SkyBus,R023,Puducherry,Chennai,SkyBus Express,AC Sleeper,03:45,13:00,9h 15m,170,523,New Bus Stand,Guindy,36,24,"AC,Live Tracking",Weekdays,3.8
BUS0599,Southern Express,R013,Chennai,Puducherry,Southern Express Express,Volvo Multi Axle,01:00,10:30,9h 30m,170,757,Chengalpattu,New Bus Stand,45,23,"Charging,Reading Light",Daily,3.9
BUS0600,Rainbow Coaches,R022,Nagercoil,Chennai,Rainbow Coaches Express,Non AC Seater,07:15,15:45,8h 30m,705,1947,Vadasery Bus Stand,Perungalathur,36,2,"Charging,Reading Light",Daily,4.8
BUS0601,Rainbow Coaches,R008,Chennai,Nagercoil,Rainbow Coaches Express,Volvo Multi Axle,01:00,11:30,10h 30m,705,1909,Guindy,Vadasery Bus Stand,45,24,"Blanket,Pillow,Water",Weekends,3.9
BUS0602,SkyBus,R019,Salem,Chennai,SkyBus Express,Volvo Multi Axle,21:15,05:15,8h 0m,345,908,New Bus Stand,Vandalur,40,23,"Charging,Reading Light",Weekends,4.8
BUS0603,Rainbow Coaches,R015,Chennai,Bengaluru,Rainbow Coaches Express,AC Seater,14:00,19:00,5h 0m,345,893,Guindy,Kempegowda Bus Station,36,18,"GPS,USB Charging",Weekdays,4.0
BUS0604,Fast Wheels,R006,Chennai,Tiruppur,Fast Wheels Express,Non AC Seater,19:00,00:30,5h 30m,475,1188,Guindy,New Bus Stand,45,22,"Blanket,Pillow,Water",Daily,4.7
BUS0605,Smart Coach,R005,Chennai,Erode,Smart Coach Express,Non AC Sleeper,00:45,08:45,8h 0m,400,1173,Guindy,Central Bus Stand,36,3,"WiFi,Charging,Water",Weekdays,4.2
BUS0606,GreenLine Travels,R004,Chennai,Salem,GreenLine Travels Express,Semi Sleeper,17:15,03:00,9h 45m,345,879,Tambaram,New Bus Stand,40,18,"AC,WiFi,Charging",Daily,3.8
BUS0607,Elite Travels,R022,Nagercoil,Chennai,Elite Travels Express,AC Seater,13:00,16:45,3h 45m,705,1728,Vadasery Bus Stand,Guindy,36,27,"Charging,Reading Light",Daily,4.5
BUS0608,Blue Bird,R002,Chennai,Coimbatore,Blue Bird Express,Volvo Multi Axle,09:15,20:45,11h 30m,510,1465,Tambaram,Ukkadam,40,5,"WiFi,Charging,Water",Weekends,4.5
BUS0609,Fast Wheels,R003,Chennai,Trichy,Fast Wheels Express,Non AC Seater,17:30,21:30,4h 0m,330,833,Guindy,Srirangam,40,7,"Blanket,Pillow,Water",Weekends,4.0
BUS0610,Star Line,R008,Chennai,Nagercoil,Star Line Express,Luxury Sleeper,14:30,21:15,6h 45m,705,1798,Koyambedu,Vadasery Bus Stand,40,3,"GPS,USB Charging",Weekends,4.1
BUS0611,Metro Connect,R023,Puducherry,Chennai,Metro Connect Express,AC Seater,21:00,02:30,5h 30m,170,769,New Bus Stand,Vandalur,40,5,"AC,Live Tracking",Weekends,4.4
BUS0612,City Link,R006,Chennai,Tiruppur,City Link Express,Luxury Sleeper,15:45,21:45,6h 0m,475,1196,Guindy,New Bus Stand,45,16,"Charging,Reading Light",Weekends,4.6
BUS0613,Royal Rider,R018,Coimbatore,Chennai,Royal Rider Express,AC Seater,02:30,07:45,5h 15m,510,1287,Ukkadam,Guindy,40,13,"AC,WiFi,Charging",Daily,4.6
BUS0614,Star Line,R025,Tirupati,Chennai,Star Line Express,Luxury Sleeper,02:00,08:00,6h 0m,150,497,Central Bus Stand,Guindy,36,14,"AC,Blanket,Pillow",Daily,4.7
BUS0615,Fast Wheels,R017,Madurai,Chennai,Fast Wheels Express,Volvo Multi Axle,15:15,01:30,10h 15m,460,1243,Periyar Bus Stand,Perungalathur,45,4,"GPS,USB Charging",Daily,4.1
BUS0616,Rainbow Coaches,R014,Chennai,Hosur,Rainbow Coaches Express,Luxury Sleeper,14:15,17:45,3h 30m,310,994,Vandalur,Bus Stand,36,29,"Charging,Reading Light",Weekdays,4.4
BUS0617,Metro Connect,R025,Tirupati,Chennai,Metro Connect Express,AC Seater,11:30,16:45,5h 15m,150,633,Central Bus Stand,Perungalathur,36,14,"AC,WiFi,Charging",Weekends,4.8
BUS0618,Elite Travels,R023,Puducherry,Chennai,Elite Travels Express,AC Sleeper,12:45,21:00,8h 15m,170,692,New Bus Stand,Vandalur,40,21,"GPS,USB Charging",Weekends,4.2
BUS0619,Royal Rider,R008,Chennai,Nagercoil,Royal Rider Express,Semi Sleeper,08:45,19:45,11h 0m,705,1922,Perungalathur,Vadasery Bus Stand,40,22,"AC,WiFi,Charging",Weekends,5.0
BUS0620,GreenLine Travels,R024,Bengaluru,Chennai,GreenLine Travels Express,Semi Sleeper,10:00,17:30,7h 30m,345,914,Majestic,Tambaram,45,35,"Charging,Reading Light",Weekends,4.5
BUS0621,Smart Coach,R016,Chennai,Tirupati,Smart Coach Express,AC Sleeper,04:30,07:30,3h 0m,150,501,Guindy,Central Bus Stand,40,35,"AC,WiFi,Charging",Weekdays,4.7
BUS0622,Sunrise Coaches,R009,Chennai,Kanyakumari,Sunrise Coaches Express,Semi Sleeper,06:30,10:00,3h 30m,710,1692,Guindy,Bus Stand,45,22,"Blanket,Pillow,Water",Daily,4.4
BUS0623,SkyBus,R001,Chennai,Madurai,SkyBus Express,AC Sleeper,20:15,04:15,8h 0m,460,1409,Vandalur,Mattuthavani Bus Stand,45,15,"WiFi,Charging,Water",Weekdays,4.9
BUS0624,Happy Journey,R009,Chennai,Kanyakumari,Happy Journey Express,AC Seater,19:15,01:30,6h 15m,710,1765,Tambaram,Bus Stand,40,23,"AC,Live Tracking",Weekdays,4.6
BUS0625,Elite Travels,R011,Chennai,Dindigul,Elite Travels Express,AC Sleeper,09:00,21:00,12h 0m,420,1324,Perungalathur,Bus Stand,45,25,"WiFi,Charging,Water",Daily,4.7
BUS0626,Elite Travels,R020,Trichy,Chennai,Elite Travels Express,AC Sleeper,09:30,20:30,11h 0m,330,993,Central Bus Stand,Vandalur,36,20,"Luxury Seat,WiFi",Weekends,4.5
BUS0627,Royal Rider,R011,Chennai,Dindigul,Royal Rider Express,BharatBenz Sleeper,08:45,15:00,6h 15m,420,1053,Guindy,Bus Stand,45,29,"AC,WiFi,Charging",Daily,4.9
BUS0628,Rainbow Coaches,R013,Chennai,Puducherry,Rainbow Coaches Express,Non AC Seater,20:30,05:15,8h 45m,170,578,Perungalathur,New Bus Stand,36,18,"WiFi,Charging,Water",Daily,4.2
BUS0629,Southern Express,R013,Chennai,Puducherry,Southern Express Express,AC Seater,16:45,01:00,8h 15m,170,674,Chengalpattu,New Bus Stand,45,25,"Charging,Reading Light",Daily,3.9
BUS0630,Blue Bird,R007,Chennai,Tirunelveli,Blue Bird Express,Non AC Seater,19:30,03:30,8h 0m,630,1534,Koyambedu,Junction,45,33,"AC,Blanket,Pillow",Weekends,4.0
BUS0631,Victory Travels,R001,Chennai,Madurai,Victory Travels Express,Luxury Sleeper,05:30,09:15,3h 45m,460,1241,Guindy,Mattuthavani Bus Stand,36,4,"Luxury Seat,WiFi",Weekdays,4.0
BUS0632,Galaxy Bus,R025,Tirupati,Chennai,Galaxy Bus Express,Volvo Multi Axle,04:45,12:00,7h 15m,150,479,Central Bus Stand,Koyambedu,45,13,"GPS,USB Charging",Daily,4.0
BUS0633,Prime Bus,R002,Chennai,Coimbatore,Prime Bus Express,Semi Sleeper,00:00,04:00,4h 0m,510,1491,Guindy,Singanallur,45,27,"Luxury Seat,WiFi",Weekdays,4.9
BUS0634,Prime Bus,R009,Chennai,Kanyakumari,Prime Bus Express,Non AC Sleeper,02:15,10:30,8h 15m,710,1838,Tambaram,Bus Stand,40,21,"GPS,USB Charging",Weekends,4.2
BUS0635,Blue Bird,R019,Salem,Chennai,Blue Bird Express,Luxury Sleeper,03:15,07:30,4h 15m,345,918,New Bus Stand,Tambaram,45,6,"WiFi,Charging,Water",Weekends,4.8
BUS0636,Happy Journey,R007,Chennai,Tirunelveli,Happy Journey Express,BharatBenz Sleeper,09:15,17:15,8h 0m,630,1566,Guindy,Junction,40,29,"Charging,Reading Light",Weekdays,4.6
BUS0637,Happy Journey,R016,Chennai,Tirupati,Happy Journey Express,Volvo Multi Axle,03:00,08:30,5h 30m,150,589,Koyambedu,Central Bus Stand,40,10,"AC,Live Tracking",Weekends,4.9
BUS0638,City Link,R005,Chennai,Erode,City Link Express,BharatBenz Sleeper,18:00,04:00,10h 0m,400,1135,Guindy,Perundurai,40,20,"AC,WiFi,Charging",Weekends,3.9
BUS0639,GreenLine Travels,R012,Chennai,Karaikudi,GreenLine Travels Express,Luxury Sleeper,20:30,04:15,7h 45m,410,1103,Koyambedu,Bus Stand,40,1,"WiFi,Charging,Water",Daily,4.4
BUS0640,Happy Journey,R005,Chennai,Erode,Happy Journey Express,AC Seater,12:15,22:45,10h 30m,400,1102,Perungalathur,Central Bus Stand,36,19,"Charging,Reading Light",Weekends,4.9
BUS0641,Comfort Bus,R025,Tirupati,Chennai,Comfort Bus Express,Non AC Seater,16:30,02:30,10h 0m,150,617,Central Bus Stand,Vandalur,40,34,"AC,WiFi,Charging",Daily,4.1
BUS0642,Happy Journey,R021,Tirunelveli,Chennai,Happy Journey Express,BharatBenz Sleeper,15:00,02:15,11h 15m,630,1728,New Bus Stand,Tambaram,45,21,"Blanket,Pillow,Water",Weekends,4.3
BUS0643,Star Line,R011,Chennai,Dindigul,Star Line Express,AC Sleeper,07:30,18:45,11h 15m,420,1080,Tambaram,Bus Stand,45,3,"Blanket,Pillow,Water",Weekdays,4.0
BUS0644,Galaxy Bus,R024,Bengaluru,Chennai,Galaxy Bus Express,Volvo Multi Axle,06:45,14:00,7h 15m,345,1157,Kempegowda Bus Station,Tambaram,40,4,"GPS,USB Charging",Weekends,4.8
BUS0645,Elite Travels,R010,Chennai,Thanjavur,Elite Travels Express,Non AC Seater,20:30,07:45,11h 15m,350,875,Koyambedu,New Bus Stand,36,24,"Blanket,Pillow,Water",Weekdays,4.5
BUS0646,Happy Journey,R017,Madurai,Chennai,Happy Journey Express,BharatBenz Sleeper,19:45,02:00,6h 15m,460,1255,Mattuthavani,Perungalathur,45,22,"GPS,USB Charging",Weekends,4.3
BUS0647,Elite Travels,R003,Chennai,Trichy,Elite Travels Express,Non AC Sleeper,22:30,03:15,4h 45m,330,1091,Perungalathur,Srirangam,36,20,"Charging,Reading Light",Weekends,4.7
BUS0648,Victory Travels,R017,Madurai,Chennai,Victory Travels Express,Semi Sleeper,17:30,04:45,11h 15m,460,1149,Mattuthavani,Tambaram,40,2,"GPS,USB Charging",Weekends,4.6
BUS0649,Southern Express,R016,Chennai,Tirupati,Southern Express Express,Semi Sleeper,14:15,02:00,11h 45m,150,492,Perungalathur,Central Bus Stand,45,27,"Luxury Seat,WiFi",Weekdays,4.4
BUS0650,Rainbow Coaches,R021,Tirunelveli,Chennai,Rainbow Coaches Express,Luxury Sleeper,14:15,18:30,4h 15m,630,1760,New Bus Stand,Perungalathur,36,29,"GPS,USB Charging",Daily,4.9
BUS0651,Golden Route,R010,Chennai,Thanjavur,Golden Route Express,Semi Sleeper,14:15,19:00,4h 45m,350,883,Perungalathur,New Bus Stand,45,23,"Charging,Reading Light",Daily,4.4
BUS0652,Elite Travels,R003,Chennai,Trichy,Elite Travels Express,AC Sleeper,10:30,19:30,9h 0m,330,872,Guindy,Chathiram Bus Stand,40,7,"Charging,Reading Light",Weekdays,5.0
BUS0653,Happy Journey,R024,Bengaluru,Chennai,Happy Journey Express,Semi Sleeper,04:15,12:45,8h 30m,345,868,Kempegowda Bus Station,Perungalathur,40,16,"Charging,Reading Light",Weekdays,4.7
BUS0654,Comfort Bus,R008,Chennai,Nagercoil,Comfort Bus Express,Semi Sleeper,11:30,19:15,7h 45m,705,1656,Tambaram,Vadasery Bus Stand,45,17,"AC,Live Tracking",Weekends,4.1
BUS0655,Golden Route,R009,Chennai,Kanyakumari,Golden Route Express,Non AC Sleeper,13:45,19:30,5h 45m,710,1852,Guindy,Bus Stand,36,30,"AC,Live Tracking",Weekends,4.7
BUS0656,Sunrise Coaches,R013,Chennai,Puducherry,Sunrise Coaches Express,AC Sleeper,13:45,19:45,6h 0m,170,706,Perungalathur,New Bus Stand,36,36,"AC,Blanket,Pillow",Daily,4.5
BUS0657,City Link,R015,Chennai,Bengaluru,City Link Express,AC Seater,08:15,11:30,3h 15m,345,898,Tambaram,Kempegowda Bus Station,40,34,"WiFi,Charging,Water",Daily,4.8
BUS0658,Star Line,R013,Chennai,Puducherry,Star Line Express,AC Seater,11:00,17:00,6h 0m,170,722,Guindy,New Bus Stand,36,24,"Charging,Reading Light",Daily,4.8
BUS0659,Happy Journey,R024,Bengaluru,Chennai,Happy Journey Express,Luxury Sleeper,23:15,03:15,4h 0m,345,927,Kempegowda Bus Station,Perungalathur,45,36,"WiFi,Charging,Water",Daily,4.9
BUS0660,Blue Bird,R018,Coimbatore,Chennai,Blue Bird Express,Semi Sleeper,23:45,11:00,11h 15m,510,1340,Gandhipuram,Koyambedu,45,20,"Charging,Reading Light",Weekends,4.0
